ope8_id,city,state,name,degrees_awarded_predominant,size,online_only,avg_net_price_pub,pell_grant_rate,retention_four_year_full_time,part_time_share,act_25th_pctl_cumulative,act_75th_pctl_cumulative,sat_average_all,sat_25th_pctl_math,sat_75th_pctl_math,sat_25th_pctl_reading,sat_75th_pctl_reading,sat_25th_pctl_writing,sat_75th_pctl_writing,race_ethn_white,race_ethn_black,race_ethn_hispanic,race_ethn_asian,race_ethn_two_or_more
405708,Roseville,MN,National American University-Roseville,Predominantly associate's-degree granting,369,0,NaN,0.7694,0.5,0.9431,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4282,0.2846,0.0271,0.1274,0.103
735100,Mendota Heights,MN,Brown College-Mendota Heights,Predominantly bachelor's-degree granting,237,0,NaN,0.6159,0.3333,0.481,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.49370000000000003,0.0802,0.0464,0.038,0.0084
795400,Bloomington,MN,Normandale Community College,Predominantly associate's-degree granting,7751,0,13893,0.3605,NaN,0.5601,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6035,0.1579,0.0805,0.0844,0.0528
236900,Minneapolis,MN,North Central University,Predominantly bachelor's-degree granting,1106,0,NaN,0.398,0.7286,0.0515,19,26,1044,440,560,460,550,NaN,NaN,0.7007,0.0289,0.0533,0.0127,0.0307
238500,Thief River Falls,MN,Northland Community and Technical College,Predominantly certificate-degree granting,2862,0,12174,0.3566,NaN,0.4507,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8232,0.0521,0.0458,0.0126,0.0325
237100,Saint Paul,MN,University of Northwestern-St Paul,Predominantly bachelor's-degree granting,2038,0,NaN,0.2787,0.7894,0.1374,22,27,1126,468,673,498,640,NaN,NaN,0.8464,0.0432,0.0098,0.0442,0.0245
1232800,Bloomington,MN,Northwestern Health Sciences University,Predominantly bachelor's-degree granting,113,0,NaN,0.3009,NaN,0.5575,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7876,0.0354,0.0177,0.0796,0.0177
999200,Bemidji,MN,Oak Hills Christian College,Predominantly bachelor's-degree granting,126,0,NaN,0.6154,0.6296,0.0714,16,23,930,NaN,NaN,NaN,NaN,NaN,NaN,0.9048,0.0079,0.0159,0.0079,0.0159
1049003,Burnsville,MN,Regency Beauty Institute-Burnsville,Predominantly certificate-degree granting,112,0,NaN,0.6559,NaN,0.1964,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7411,0.0268,0.0357,0.0357,0.0536
553500,Pine City,MN,Pine Technical College,Predominantly certificate-degree granting,751,0,12300,0.5034,NaN,0.5646,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8775,0.0519,0.0226,0.0173,0.0173
677500,International Falls,MN,Rainy River Community College,Predominantly associate's-degree granting,204,0,8899,0.3071,NaN,0.201,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6275,0.1471,0.0637,0.0049,0.0588
237300,Rochester,MN,Rochester Community and Technical College,Predominantly associate's-degree granting,5291,0,15446,0.3916,NaN,0.5275,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7706,0.0964,0.0442,0.0384,0.0344
234100,Saint Joseph,MN,College of Saint Benedict,Predominantly bachelor's-degree granting,2051,0,NaN,0.2391,0.8878,0.0176,23,28,1157,470,608,470,570,473,595,0.802,0.0195,0.0517,0.057,0.0083
553400,Saint Cloud,MN,St Cloud Technical and Community College,Predominantly associate's-degree granting,4422,0,9395,0.4748,NaN,0.5011,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8308,0.0717,0.0414,0.0131,0.0319
1049001,Waite Park,MN,Regency Beauty Institute-St Cloud,Predominantly certificate-degree granting,76,0,NaN,0.7448,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8289,0.0395,0.0132,0.0263,0.0526
237700,Saint Cloud,MN,Saint Cloud State University,Predominantly bachelor's-degree granting,11535,0,14130,0.3073,0.7074,0.1726,19,24,1010,440,590,435,548,NaN,NaN,0.7667,0.0627,0.0295,0.0424,0.0298
237900,Collegeville,MN,Saint Johns University,Predominantly bachelor's-degree granting,1871,0,NaN,0.1947,0.8552,0.0112,23,28,1155,480,625,475,610,460,575,0.8263,0.0315,0.0433,0.0294,0.0064
238e3,Winona,MN,Saint Mary's University of Minnesota,Predominantly bachelor's-degree granting,1897,0,NaN,0.3149,0.7896,0.3168,20,26,1068,455,590,465,550,NaN,NaN,0.5293,0.0485,0.0538,0.0169,0.0047
238200,Northfield,MN,St Olaf College,Predominantly bachelor's-degree granting,3079,0,NaN,0.1489,0.9352,0.0026,26,31,1290,590,710,590,710,580,690,0.7843,0.0146,0.0442,0.052,0.0373
238300,Saint Bonifacius,MN,Crown College,Predominantly bachelor's-degree granting,1095,0,NaN,0.4881,0.6959,0.1644,18,24,983,395,455,370,435,NaN,NaN,0.7699,0.0712,0.0384,0.0521,0.0119
234300,Duluth,MN,The College of Saint Scholastica,Predominantly bachelor's-degree granting,2858,0,NaN,0.3057,0.8365,0.1554,21,26,1085,430,500,420,530,380,510,0.802,0.0273,0.0182,0.0182,0.0164
234500,Saint Paul,MN,University of St Thomas,Predominantly bachelor's-degree granting,6246,0,NaN,0.2023,0.8755,0.0312,23,28,1165,520,640,520,640,NaN,NaN,0.8231,0.0256,0.0402,0.0357,0.0296
1260603,Bloomington,MN,Empire Beauty School-Bloomington,Predominantly certificate-degree granting,148,0,NaN,0.7,NaN,0.2162,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4527,0.3581,0.0608,0.0473,0.0405
234200,Saint Paul,MN,St Catherine University,Predominantly bachelor's-degree granting,3479,0,NaN,0.4147,0.7861,0.3751,20,25,1051,490,550,480,620,NaN,NaN,0.6585,0.0992,0.0549,0.1084,0.0164
869400,St. Cloud,MN,Rasmussen College-Minnesota,Predominantly associate's-degree granting,4742,0,NaN,0.5519,0.6471,0.4129,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.737,0.0614,0.0171,0.0337,0.0169
553300,Saint Paul,MN,Saint Paul College,Predominantly certificate-degree granting,6083,0,14203,0.6103,NaN,0.5584,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3806,0.3081,0.0843,0.153,0.0626
237500,Marshall,MN,Southwest Minnesota State University,Predominantly bachelor's-degree granting,2426,0,14519,0.1591,0.6736,0.1731,19,24,1010,NaN,NaN,NaN,NaN,NaN,NaN,0.8318,0.0363,0.0379,0.0227,0.0251
2260500,Minneapolis,MN,Summit Academy Opportunities Industrialization Center,Predominantly certificate-degree granting,252,0,NaN,0.6346,NaN,0.0317,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1627,0.623,0.0278,0.0516,0.0833
235e3,Ely,MN,Vermilion Community College,Predominantly associate's-degree granting,515,0,12403,0.3523,NaN,0.0699,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.833,0.0699,0.033,0.0039,0.0427
464100,Minneapolis,MN,Dunwoody College of Technology,Predominantly associate's-degree granting,1065,0,NaN,0.5836,0.5,0.1981,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.723,0.0592,0.0216,0.0432,0.0366
525200,Willmar,MN,Ridgewater College,Predominantly associate's-degree granting,3329,0,9410,0.4245,NaN,0.3521,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8573,0.0384,0.0649,0.0072,0.0276
239300,Winona,MN,Minnesota State College-Southeast Technical,Predominantly certificate-degree granting,1875,0,15426,0.5041,NaN,0.4075,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8715,0.0443,0.0277,0.0181,0.0293
239400,Winona,MN,Winona State University,Predominantly bachelor's-degree granting,8079,0,17408,0.2685,0.783,0.1011,21,25,1070,NaN,NaN,NaN,NaN,NaN,NaN,0.8794,0.021,0.025,0.0197,0.0183
1054600,White Bear Lake,MN,Century College,Predominantly associate's-degree granting,9484,0,9601,0.4854,NaN,0.5984,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5895,0.1102,0.0634,0.166,0.0472
239600,Alcorn State,MS,Alcorn State University,Predominantly bachelor's-degree granting,3157,0,13360,0.7918,0.6838,0.1346,16,19,851,410,480,400,460,NaN,NaN,0.0326,0.9328,0.006,0.0016,0.0114
239700,Jackson,MS,Belhaven University,Predominantly bachelor's-degree granting,2487,0,NaN,0.5109,0.6,0.501,19,25,1033,450,560,452,620,NaN,NaN,0.3848,0.4451,0.0555,0.0133,0.0213
239800,Blue Mountain,MS,Blue Mountain College,Predominantly bachelor's-degree granting,497,0,NaN,0.5299,0.7,0.0885,18,25,1007,430,470,410,540,390,590,0.8571,0.0986,0.0201,0.006,0.002
2074900,Gulfport,MS,Chris Beauty College,Predominantly certificate-degree granting,97,0,NaN,0.4831,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6289,0.2062,0.0206,0.1443,0
240100,Clarksdale,MS,Coahoma Community College,Predominantly associate's-degree granting,1959,0,919,0.9193,NaN,0.0536,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0444,0.9188,0.0036,0.0026,0
1289101,Jackson,MS,Antonelli College-Jackson,Predominantly associate's-degree granting,485,0,NaN,0.7629,NaN,0.2268,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2619,0.7093,0.0041,0.0021,0
240200,Wesson,MS,Copiah-Lincoln Community College,Predominantly associate's-degree granting,2859,0,3754,0.5879,NaN,0.1238,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5289,0.4484,0.0098,0.0024,0.0017
2249900,Greenville,MS,Delta Beauty College,Predominantly certificate-degree granting,50,0,NaN,0.6111,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1,0.88,0,0,0
240300,Cleveland,MS,Delta State University,Predominantly bachelor's-degree granting,2638,0,13696,0.4927,0.6614,0.1789,18,22,950,455,570,410,475,NaN,NaN,0.5914,0.351,0.014,0.0068,0.0053
240400,Decatur,MS,East Central Community College,Predominantly associate's-degree granting,2323,0,5320,0.6063,NaN,0.152,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4296,0.3452,0.0103,0.0022,0.0039
240500,Scooba,MS,East Mississippi Community College,Predominantly associate's-degree granting,4364,0,4520,0.6734,NaN,0.382,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4633,0.4874,0.0101,0.0018,0.0158
2251700,Ripley,MS,Fosters Cosmetology College,Predominantly certificate-degree granting,32,0,NaN,1,NaN,0.6563,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1875,0.7813,0.0313,0,0
2244305,Grenada,MS,Academy of Hair Design-Grenada,Predominantly certificate-degree granting,40,0,NaN,0.4576,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.625,0.375,0,0,0
240700,Raymond,MS,Hinds Community College,Predominantly associate's-degree granting,10946,0,4099,0.6382,NaN,0.2307,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.3518,0.5922,0.0107,0.0061,0.0144
240800,Goodman,MS,Holmes Community College,Predominantly associate's-degree granting,5911,0,5330,0.5958,NaN,0.3152,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4747,0.4813,0.0095,0.0073,0.0132
240900,Fulton,MS,Itawamba Community College,Predominantly associate's-degree granting,5477,0,6192,0.6292,NaN,0.2364,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6907,0.2711,0.0141,0.004,0.0033
241e3,Jackson,MS,Jackson State University,Predominantly bachelor's-degree granting,6880,0,13690,0.6476,0.7552,0.1576,17,21,910,NaN,NaN,NaN,NaN,NaN,NaN,0.0493,0.9206,0.0065,0.0035,0.0151
241100,Ellisville,MS,Jones County Junior College,Predominantly associate's-degree granting,4443,0,4881,0.5106,NaN,0.1958,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6365,0.3223,0.0027,0.0034,0.0142
241300,Meridian,MS,Meridian Community College,Predominantly associate's-degree granting,3601,0,5617,0.5476,NaN,0.3135,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4443,0.4121,0.0086,0.0081,0
241400,Jackson,MS,Millsaps College,Predominantly bachelor's-degree granting,734,0,NaN,0.2183,0.7524,0.0068,23,28,1159,520,620,498,630,NaN,NaN,0.7548,0.0981,0.0272,0.0463,0.0014
241600,Moorhead,MS,Mississippi Delta Community College,Predominantly associate's-degree granting,2567,0,3307,0.7259,NaN,0.1461,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2992,0.6786,0.0086,0.0058,0
244e3,University,MS,University of Mississippi,Predominantly bachelor's-degree granting,16432,0,13858,0.2975,0.8558,0.0621,21,27,1100,490,600,490,590,NaN,NaN,0.7675,0.1559,0.0275,0.0158,0.0178
244001,Jackson,MS,University of Mississippi Medical Center,Predominantly bachelor's-degree granting,699,0,NaN,0.2297,NaN,0.485,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7468,0.2046,0.0072,0.0186,0.01
242200,Columbus,MS,Mississippi University for Women,Predominantly bachelor's-degree granting,2252,0,9964,0.4934,0.7912,0.1377,18,24,995,550,640,440,480,NaN,NaN,0.5631,0.3939,0.0084,0.0075,0.0075
242400,Itta Bena,MS,Mississippi Valley State University,Predominantly bachelor's-degree granting,1856,0,10132,0.69,0.5296,0.1379,15,19,825,NaN,NaN,NaN,NaN,NaN,NaN,0.0339,0.8901,0.0102,5e-4,0
241500,Clinton,MS,Mississippi College,Predominantly bachelor's-degree granting,2895,0,NaN,0.3646,0.6839,0.1067,21,27,1098,470,583,458,593,NaN,NaN,0.6808,0.2169,0.0218,0.0176,0.01
2302800,Laurel,MS,Mississippi College of Beauty Culture,Predominantly certificate-degree granting,82,0,NaN,0.36,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.878,0.0732,0.0244,0.0244,0
241700,Perkinston,MS,Mississippi Gulf Coast Community College,Predominantly associate's-degree granting,10074,0,7116,0.5016,NaN,0.3116,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6448,0.2427,0.0267,0.0255,0.0214
242300,Mississippi State,MS,Mississippi State University,Predominantly bachelor's-degree granting,16399,0,15983,0.3415,0.7851,0.0824,20,28,1106,490,630,480,620,NaN,NaN,0.7156,0.2122,0.0187,0.0109,0.0127
242600,Booneville,MS,Northeast Mississippi Community College,Predominantly associate's-degree granting,3105,0,5884,0.6484,NaN,0.1272,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7639,0.19,0.011,0.0019,0.0071
242700,Senatobia,MS,Northwest Mississippi Community College,Predominantly associate's-degree granting,7530,0,4046,0.5751,NaN,0.2102,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6167,0.3493,0.0147,0.0074,0.0035
243e3,Poplarville,MS,Pearl River Community College,Predominantly associate's-degree granting,5170,0,573,0.571,NaN,0.3116,20,21,970,NaN,NaN,NaN,NaN,NaN,NaN,0.7147,0.282,0.001,0.0017,0
243300,Holly Springs,MS,Rust College,Predominantly bachelor's-degree granting,922,0,NaN,0.8758,0.6273,0.0738,13,14,666,320,440,310,360,340,360,0.0033,0.9544,0,0.0011,0
243500,Laurel,MS,Southeastern Baptist College,Predominantly bachelor's-degree granting,37,0,NaN,0.8846,1,0.2703,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7027,0.2703,0.027,0,0
243600,Summit,MS,Southwest Mississippi Community College,Predominantly associate's-degree granting,1933,0,5077,0.6351,NaN,0.0864,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5577,0.418,0.0031,0.0072,0.0067
244100,Hattiesburg,MS,University of Southern Mississippi,Predominantly bachelor's-degree granting,12371,0,12423,0.4644,0.7162,0.1246,20,27,1082,470,560,440,550,NaN,NaN,0.6095,0.3178,0.0323,0.0122,0.0167
2320800,Jackson,MS,Magnolia College of Cosmetology,Predominantly certificate-degree granting,133,0,NaN,0.4928,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.1278,0.8571,0.015,0,0
243900,Tougaloo,MS,Tougaloo College,Predominantly bachelor's-degree granting,877,0,NaN,0.8498,0.6996,0.0319,15,21,864,357,447,365,537,NaN,NaN,0.0137,0.9783,0.0046,0.0023,0
244700,Hattiesburg,MS,William Carey University,Predominantly bachelor's-degree granting,2166,0,NaN,0.6601,0.7746,0.1293,20,28,1105,NaN,NaN,NaN,NaN,NaN,NaN,0.6145,0.2982,0.0175,0.0074,0
244900,Kansas City,MO,Avila University,Predominantly bachelor's-degree granting,1336,0,NaN,0.4332,0.7,0.1969,20,24,1028,450,560,400,580,NaN,NaN,0.6198,0.2006,0.0786,0.0135,0.0292
732923,Earth City,MO,ITT Technical Institute-Earth City,Predominantly associate's-degree granting,602,0,NaN,0.7132,NaN,0.201,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4834,0.4203,0.0183,0.0133,0.0183
1320800,Springfield,MO,Baptist Bible College,Predominantly bachelor's-degree granting,305,0,NaN,0.4984,0.6471,0.1213,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8689,0.023,0.059,0.0066,0.0262
2277500,Blue Springs,MO,House of Heavilin Beauty College-Blue Springs,Predominantly certificate-degree granting,90,0,NaN,0.4204,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8333,0.0778,0.0333,0,0.0444
2068200,Springfield,MO,Cox College,Predominantly associate's-degree granting,832,0,NaN,0.4936,0.8909,0.4796,13,22,863,480,640,380,680,380,560,0.9279,0.0156,0.0204,0.0132,0.0132
245e3,Kansas City,MO,Calvary Bible College and Theological Seminary,Predominantly bachelor's-degree granting,251,0,NaN,0.4545,0.6563,0.3108,18,26,1033,440,573,470,620,450,580,0.8247,0.1116,0.0359,0.008,0.012
553200,Cape Girardeau,MO,Cape Girardeau Career and Technology Center,Predominantly certificate-degree granting,305,0,NaN,0.4477,NaN,0.5115,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9344,0.0525,0.0066,0.0033,0
2266400,Moberly,MO,Central Christian College of the Bible,Predominantly bachelor's-degree granting,297,0,NaN,0.5435,0.7021,0.202,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8855,0.0303,0.0269,0.0168,0.0236
245300,Fayette,MO,Central Methodist University-College of Liberal Arts and Sciences,Predominantly bachelor's-degree granting,1104,0,NaN,0.439,0.5728,0.0725,19,24,1006,440,540,410,480,370,470,0.6332,0.029,0.0082,0.0136,0
245400,Warrensburg,MO,University of Central Missouri,Predominantly bachelor's-degree granting,9160,0,14903,0.3814,0.6884,0.1047,18,24,990,NaN,NaN,NaN,NaN,NaN,NaN,0.6675,0.0823,0.0257,0.0074,0.0245
553100,Chillicothe,MO,Grand River Technical School,Predominantly certificate-degree granting,90,0,698,0.6111,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9889,0.0111,0,0,0
2165900,Chillicothe,MO,Chillicothe Beauty Academy Inc,Predominantly certificate-degree granting,12,0,NaN,0.3,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,0,0
2090700,Overland Park,KS,Cleveland University-Kansas City,Predominantly bachelor's-degree granting,66,0,NaN,0.443,1,0.1818,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7273,0.0152,0.0152,0.0152,0
2289200,Columbia,MO,Columbia Area Career Center,Predominantly certificate-degree granting,78,0,14116,0.386,NaN,0.4359,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7692,0.2179,0,0,0
245600,Columbia,MO,Columbia College,Predominantly bachelor's-degree granting,15498,0,NaN,0.5281,0.5311,0.3973,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5528,0.2433,0.0727,0.0132,0.0219
246700,Conception,MO,Conception Seminary College,Predominantly bachelor's-degree granting,90,0,NaN,0.3,0.6429,0,22,29,1165,NaN,NaN,NaN,NaN,NaN,NaN,0.6778,0.0111,0.1111,0.0556,0
245800,Nevada,MO,Cottey College,Predominantly associate's-degree granting,277,0,NaN,0.387,0.7874,0.0072,19,25,1021,440,540,460,570,450,560,0.6895,0.0361,0.1119,0.0036,0.0289
245900,Neosho,MO,Crowder College,Predominantly associate's-degree granting,4336,0,5061,0.4666,NaN,0.4195,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8289,0.012,0.0747,0.0134,0.0214
246e3,Canton,MO,Culver-Stockton College,Predominantly bachelor's-degree granting,809,0,NaN,0.4785,0.6667,0.0457,18,23,972,450,540,450,540,NaN,NaN,0.7911,0.1187,0.0358,0.0037,0.0222
246100,Springfield,MO,Drury University,Predominantly bachelor's-degree granting,4001,0,NaN,0.9259,0.8444,0.2607,22,28,1146,515,615,525,650,465,605,0.847,0.0392,0.0365,0.0142,0.0117
886200,Union,MO,East Central College,Predominantly associate's-degree granting,3113,0,6731,0.4704,NaN,0.4256,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9611,0.0058,0.0112,0.0042,6e-4
2564700,Saint Louis,MO,Elaine Steven Beauty College,Predominantly certificate-degree granting,186,0,NaN,0.5055,NaN,0.1989,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2581,0.7366,0,0,0.0054
1040500,Kansas City,MO,Pinnacle Career Institute-South Kansas City,Predominantly certificate-degree granting,555,0,NaN,0.5198,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.5712,0.2883,0.0685,0.009,0.0162
246300,Springfield,MO,Evangel University,Predominantly bachelor's-degree granting,2071,0,NaN,0.4662,0.727,0.0893,19,26,1046,460,570,440,600,430,590,0.705,0.0435,0.0526,0.0145,0.0309
246400,Saint Louis,MO,Fontbonne University,Predominantly bachelor's-degree granting,1242,0,NaN,0.3852,0.7941,0.2367,21,25,1070,440,610,490,600,440,590,0.682,0.1731,0.0169,0.0129,0.0081
2056100,Washington,MO,Four Rivers Career Center,Predominantly certificate-degree granting,41,0,18195,0.5278,NaN,0.1707,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,0,0
3083e3,Springfield,MO,Ozarks Technical Community College,Predominantly associate's-degree granting,13087,0,8091,0.5715,NaN,0.4731,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8955,0.0322,0.0313,0.0096,0.0015
908900,Hannibal,MO,Hannibal-LaGrange University,Predominantly bachelor's-degree granting,921,0,NaN,0.3819,0.623,0.0738,19,25,1029,430,520,420,620,NaN,NaN,0.8046,0.038,0.0109,0.0022,0.0195
246600,Saint Louis,MO,Harris-Stowe State University,Predominantly bachelor's-degree granting,1266,0,10278,0.7554,0.431,0.2267,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.0806,0.8278,0.0142,0.0047,0.0355
1027900,Saint Louis,MO,Hickey College,Predominantly associate's-degree granting,372,0,NaN,0.5863,NaN,0.1452,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.793,0.1667,0.0054,0.0054,0.0215
960700,Kansas City,MO,House of Heavilin Beauty College-Kansas City,Predominantly certificate-degree granting,38,0,NaN,0.7391,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0,1,0,0,0
959e3,Independence,MO,Independence College of Cosmetology,Predominantly certificate-degree granting,64,0,NaN,0.5161,NaN,0.2188,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7344,0.1563,0.1094,0,0
246800,Hillsboro,MO,Jefferson College,Predominantly associate's-degree granting,4974,0,6348,0.4707,NaN,0.4638,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8977,0.0197,0.0141,0.0068,0.0056
3077200,Columbia,MO,Cosmetology Concepts Institute,Predominantly certificate-degree granting,38,0,NaN,0.7797,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6842,0.2105,0.0263,0,0.0526
638900,Saint Louis,MO,Barnes-Jewish College Goldfarb School of Nursing,Predominantly bachelor's-degree granting,654,0,NaN,0.2276,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8425,0.055,0.0138,0.0291,0.0168
247300,Kansas City,MO,Kansas City Art Institute,Predominantly bachelor's-degree granting,735,0,NaN,0.4015,0.7384,0,20,27,1073,450,530,480,600,410,550,0.6272,0.0503,0.0735,0.0231,0.0707
247600,Saint Louis,MO,Kenrick Glennon Seminary,Predominantly bachelor's-degree granting,54,0,NaN,0.075,1,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9259,0,0.0185,0.037,0
2263400,Camdenton,MO,Lake Career and Technical Center,Predominantly certificate-degree granting,13,0,2951,0.4667,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1,0,0,0,0
2142200,Lexington,MO,Lex La-Ray Technical Center,Predominantly certificate-degree granting,35,0,12586,0.7419,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9143,0.0857,0,0,0
247900,Jefferson City,MO,Lincoln University,Predominantly bachelor's-degree granting,2268,0,9956,0.541,0.5266,0.205,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.4458,0.4453,0.0181,0.0018,0.0079
248e3,Saint Charles,MO,Lindenwood University,Predominantly bachelor's-degree granting,7928,0,NaN,0.352,0.707,0.061,20,25,1045,470,580,430,550,410,520,0.5883,0.1449,0.0352,0.0063,0.0264
471100,Linn,MO,Linn State Technical College,Predominantly associate's-degree granting,1241,0,9064,0.4167,NaN,0.1072,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.9476,0.0105,0.0153,0.0024,0.004
470300,Chesterfield,MO,Logan University,Predominantly bachelor's-degree granting,49,0,NaN,0.1458,NaN,0.4082,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.7143,0.0204,0.0408,0,0
248400,Kansas City,MO,Metropolitan Community College-Kansas City,Predominantly associate's-degree granting,16645,0,8652,0.3575,NaN,0.5546,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.6356,0.1774,0.0874,0.0264,0.0593
248200,Saint Louis,MO,Maryville University of Saint Louis,Predominantly bachelor's-degree granting,2746,0,NaN,0.3376,0.8678,0.3496,23,27,1142,510,610,470,610,NaN,NaN,0.7618,0.0779,0.0237,0.0175,0.0211
2520800,Jefferson City,MO,Merrell University of Beauty Arts and Science,Predominantly certificate-degree granting,107,0,NaN,0.4067,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8505,0.0841,0.0093,0,0.0374
2180200,Cape Girardeau,MO,Metro Business College-Cape Girardeau,Predominantly certificate-degree granting,137,0,NaN,0.9098,NaN,0.0949,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.8248,0.1533,0.0073,0.0146,0
2121100,Fenton,MO,Midwest Institute,Predominantly certificate-degree granting,179,0,NaN,0.5,NaN,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.648,0.3184,0.0056,0.0168,0.0056
